assetNumber,remainingTermToMaturityNumber,reportingPeriodBeginningDate,originalLoanAmount,originalLoanTerm,originalInterestRatePercentage,reportingPeriodActualEndBalanceAmount
6575604,21,2019-02-01,19171,72,0.18,10659.85
6573465,16,2019-02-01,20331.95,75,0.1295,5362.41
6573010,22,2019-02-01,18899.52,72,0.2082,12530.8
6577225,13,2019-02-01,24316.5,72,0.1451,5513.73
6577318,16,2019-02-01,23623.85,72,0.1307,8828.38
6576300,23,2019-02-01,25001.47,72,0.18,18690.3
6582906,22,2019-02-01,24325.28,72,0.1239,14733.22
6584863,23,2019-02-01,18591.25,72,0.1239,11165.42
6584919,16,2019-02-01,20793.46,75,0.133,5940.52
6584982,21,2019-02-01,14178.91,72,0.1843,9480.09
6582473,23,2019-02-01,21641.08,72,0.1678,15095.78
6587064,22,2019-02-01,15621.94,72,0.2083,10831.41
6589916,22,2019-02-01,22922.5,72,0.2431,19803.67
6590447,23,2019-02-01,17875.98,72,0.17,12784.65
6586539,21,2019-02-01,16412.5,72,0.2427,12196.83
6587626,13,2019-02-01,28932.93,72,0.1177,7623.88
6587753,25,2019-02-01,24036.55,75,0.18,17728.65
6592687,22,2019-02-01,22098.79,72,0.1778,16302.33
6592693,21,2019-02-01,9774.49,72,0.2115,7061.69
6593193,22,2019-02-01,19337.92,72,0.18,12579.45
6591898,19,2019-02-01,27136.19,72,0.1283,13426.19
6591910,19,2019-02-01,15574.07,72,0.1823,8933.49
6592376,13,2019-02-01,22735.82,72,0.1209,5396.72
6592396,20,2019-02-01,13784.5,72,0.2275,8833.02
6583868,14,2019-02-01,11819.09,72,0.2381,4495.61
6595396,21,2019-02-01,22212.12,72,0.2569,18419.24
6595910,24,2019-02-01,20932.06,75,0.1828,14118.37
6597827,22,2019-02-01,15156.9,72,0.21,11151.7
6596746,23,2019-02-01,21811.31,72,0.18,14590.14
6596779,23,2019-02-01,30746.6,75,0.18,19250.5
6596861,24,2019-02-01,21798.9,72,0.1678,15477.11
6596898,22,2019-02-01,15286,72,0.2098,11874.21
6598277,21,2019-02-01,22793,72,0.1562,15509.42
6590381,21,2019-02-01,17619.15,72,0.1742,10778.47
6598915,17,2019-02-01,17989.88,72,0.21,7363.51
6595777,21,2019-02-01,25210.79,72,0.18,14718.25
6600083,22,2019-02-01,15127.9,72,0.2549,11101.12
6595143,21,2019-02-01,24299,72,0.241,15941.39
6595182,22,2019-02-01,16205,72,0.2098,11680.65
6594773,13,2019-02-01,17904.52,72,0.1874,4605.1
6599435,21,2019-02-01,31153.5,72,0.1677,18099.75
6596459,17,2019-02-01,11691.44,72,0.1752,5054.9
6605690,22,2019-02-01,18263.16,72,0.2549,16070.37
6606017,18,2019-02-01,17261,72,0.24,7181.31
6607391,22,2019-02-01,17510.36,72,0.1064,7805.35
6607508,15,2019-02-01,24836,72,0.18,6547.66
6607518,21,2019-02-01,17126.61,72,0.2449,11125.32
6603467,22,2019-02-01,19767.5,75,0.1535,10716.74
6603481,23,2019-02-01,20570.7,72,0.18,13387.35
6603628,22,2019-02-01,11375,72,0.18,7717.77
6603151,18,2019-02-01,17428.59,72,0.18,7523.71
6608024,13,2019-02-01,25239,72,0.1154,4903.19
6605073,21,2019-02-01,25693.11,72,0.1256,14386.2
6598317,23,2019-02-01,20807.7,72,0.173,13616.88
6598370,17,2019-02-01,15581.9,72,0.2713,7556.58
6598441,22,2019-02-01,20717.33,75,0.1531,11079.58
6609811,13,2019-02-01,14879.88,72,0.127,3566.51
6609855,24,2019-02-01,21468.56,75,0.1847,7775.03
6605789,21,2019-02-01,17572.19,72,0.1823,11126.9
6610396,26,2019-02-01,33607.25,75,0.1465,23565.83
6608753,25,2019-02-01,29350.86,75,0.1847,21409.97
6611761,21,2019-02-01,27835.86,72,0.1399,15078.16
6604781,18,2019-02-01,19397.29,72,0.18,8539.38
6610870,21,2019-02-01,17136,72,0.2664,14389.79
6603692,17,2019-02-01,21564.97,72,0.18,8364.51
6615513,24,2019-02-01,19565.52,72,0.1719,14073.17
6616988,16,2019-02-01,30233.79,75,0.1496,5649.96
6609100,25,2019-02-01,37974.21,75,0.1321,29267.43
6609280,19,2019-02-01,18264.87,75,0.0964,6726.31
6617499,18,2019-02-01,25583,75,0.1738,11240.71
6621668,21,2019-02-01,18989,72,0.24,14239.27
6621951,14,2019-02-01,16958.65,72,0.18,5238.62
6620984,14,2019-02-01,19810.18,72,0.1119,5224.4
6617693,20,2019-02-01,17939.34,72,0.21,10818.13
6624419,17,2019-02-01,21135,75,0.1297,6017.74
6622053,22,2019-02-01,22610.22,72,0.19,16802.37
6588692,13,2019-02-01,17172.95,72,0.1522,3917.44
6610549,20,2019-02-01,18045.33,72,0.18,10489.86
6610635,23,2019-02-01,27336.56,72,0.18,20408.69
6614387,22,2019-02-01,20605,72,0.21,15036.07
6627518,22,2019-02-01,24282.61,75,0.1566,13706.32
6628700,16,2019-02-01,23243.19,72,0.18,8590.1
6621506,22,2019-02-01,26510.1,75,0.1445,13083.8
6629670,19,2019-02-01,31186,72,0.1149,11788.7
6630725,15,2019-02-01,26128.58,72,0.1688,9229.48
6632380,23,2019-02-01,14399.33,72,0.18,10722.78
6632893,13,2019-02-01,16813,72,0.181,4362.86
6631714,22,2019-02-01,18447.54,72,0.1743,13630.05
6634496,13,2019-02-01,15779.81,72,0.2383,4308.23
6630423,22,2019-02-01,25829.5,72,0.18,16957.21
6635081,24,2019-02-01,21579.23,72,0.1849,17315.83
6626188,22,2019-02-01,15804.3,72,0.2242,13093.43
6632427,21,2019-02-01,14361.89,72,0.1778,7284.7
6632651,24,2019-02-01,15244.44,72,0.0892,7785.74
6634180,24,2019-02-01,22811.56,75,0.1531,15550.32
6629308,20,2019-02-01,15820.26,72,0.2549,9976.68
6636241,5,2019-02-01,14862.08,60,0.18,2470.25
6637555,14,2019-02-01,27671.7,72,0.1737,7840.72
6637767,13,2019-02-01,22258.44,72,0.2247,6177.04
6638115,17,2019-02-01,18990.62,72,0.19,6888.02
6644201,16,2019-02-01,18790.72,72,0.1635,6672.25
6639569,20,2019-02-01,21669.32,72,0.2549,14958.28
6639656,22,2019-02-01,22680.56,72,0.1529,13877.85
6639750,22,2019-02-01,24800,75,0.1159,11772.09
6639773,22,2019-02-01,16628.67,72,0.25,12153.21
6644791,16,2019-02-01,20822.44,72,0.1149,5549.63
6644892,24,2019-02-01,30199.98,72,0.1297,18799.34
6645967,14,2019-02-01,17750,72,0.1297,2511.37
6646065,22,2019-02-01,7419.29,72,0.2325,4901.91
6644687,24,2019-02-01,31924.66,75,0.15,20505.83
6648796,14,2019-02-01,21817.19,72,0.1789,5952.16
6647355,25,2019-02-01,21402.4,75,0.18,15923.74
6648490,21,2019-02-01,27694.5,75,0.1477,13086.3
6649273,23,2019-02-01,17186.37,72,0.1654,10834.14
6650124,22,2019-02-01,15245.59,72,0.2249,10568.3
6650199,22,2019-02-01,13914,72,0.2483,11615.23
6654033,15,2019-02-01,12725.57,72,0.2381,5150.3
6654166,15,2019-02-01,9470.1,72,0.2251,3500.45
6656633,15,2019-02-01,9788.62,72,0.2283,2982.21
6656650,16,2019-02-01,30938.82,75,0.1531,8958.3
6657729,19,2019-02-01,22711.5,72,0.1963,11397.53
6658669,20,2019-02-01,15926.94,72,0.2098,8214.74
6654652,23,2019-02-01,15984.5,75,0.1729,8234.38
6657084,14,2019-02-01,12419.77,72,0.2235,4119.91
6657512,20,2019-02-01,15593.61,72,0.241,11567.12
6658404,16,2019-02-01,22912.12,72,0.1534,7416.1
6658526,18,2019-02-01,14305.91,72,0.18,6139.54
6662524,20,2019-02-01,12325.94,72,0.1745,6449.13
6663694,14,2019-02-01,13938.57,72,0.2147,4940.07
6665185,26,2019-02-01,31954,72,0.1224,21765.99
6661000,19,2019-02-01,17318,72,0.18,8154.39
6665841,21,2019-02-01,17909,72,0.2597,14404.86
6666481,23,2019-02-01,14423,72,0.19,10017.32
6666496,21,2019-02-01,14743,72,0.1719,7131.43
6666660,22,2019-02-01,21127.25,72,0.102,10758.17
6668189,23,2019-02-01,30249.36,72,0.1747,20422.52
6668376,24,2019-02-01,22142.97,72,0.18,17131.07
6666223,17,2019-02-01,26125.15,75,0.1245,8082.22
6661606,15,2019-02-01,29656.22,72,0.18,8942.18
6662429,14,2019-02-01,15187.45,72,0.18,2472.53
6663071,23,2019-02-01,21577.88,72,0.1747,11803.47
6670880,24,2019-02-01,20114.74,72,0.1464,13687.95
6670910,14,2019-02-01,17865.96,72,0.1402,4253.16
6671022,23,2019-02-01,14867.68,72,0.1884,9869.99
6671972,13,2019-02-01,19409.53,72,0.1299,4483.36
6672147,16,2019-02-01,20742,72,0.18,8489.24
6665754,18,2019-02-01,24084.45,72,0.1089,7023.07
6665814,25,2019-02-01,19742.34,75,0.1059,10664.33
6672457,16,2019-02-01,23646.17,72,0.1944,7220.05
6670566,22,2019-02-01,15935.82,72,0.1823,8173.7
6659630,19,2019-02-01,22568.81,72,0.1058,10645.92
6675640,16,2019-02-01,47742,72,0.1149,13469.12
6663527,21,2019-02-01,25707.69,75,0.18,13722.79
6677093,25,2019-02-01,10215.6,72,0.1745,7304.98
6674739,14,2019-02-01,18365.67,72,0.1119,4439.17
6678776,22,2019-02-01,15511.49,72,0.2061,10982.74
6678866,19,2019-02-01,18847.62,75,0.1199,6140.61
6682913,21,2019-02-01,25593.44,72,0.1738,15802.36
6682989,22,2019-02-01,29027.48,72,0.1412,15809.55
6677413,18,2019-02-01,9322,72,0.2455,6481.23
6684297,20,2019-02-01,22084.1,72,0.1529,9817.59
6678289,24,2019-02-01,21733.48,75,0.1625,14132.36
6678564,23,2019-02-01,26300.01,72,0.18,19173.53
6685423,20,2019-02-01,18374,72,0.18,10129.05
6685482,14,2019-02-01,20616.68,72,0.0999,4568.49
6687320,21,2019-02-01,17244.78,72,0.2083,11003.73
6683098,20,2019-02-01,22679.69,72,0.18,14446.08
6688232,21,2019-02-01,17200.86,72,0.1639,11198.81
6688556,26,2019-02-01,18877.08,72,0.1363,11545.71
6681929,23,2019-02-01,35550.9,72,0.1279,21423.7
6687570,24,2019-02-01,26468.4,75,0.18,17806.61
6689901,21,2019-02-01,23913.01,72,0.1099,10790.97
6684631,20,2019-02-01,25799.65,72,0.1464,13001.77
6693198,25,2019-02-01,25989.5,72,0.1639,21072.13
6694724,22,2019-02-01,23269.67,72,0.18,11317.31
6683894,16,2019-02-01,40482.57,72,0.096,14814.48
6696265,22,2019-02-01,23094.3,72,0.181,15282.07
6685028,24,2019-02-01,21875.25,72,0.1823,16733.56
6700359,20,2019-02-01,14743,72,0.2211,9429.66
6702461,24,2019-02-01,24755.7,72,0.177,16041.43
6697699,22,2019-02-01,38406.95,72,0.1511,21484.42
6692674,16,2019-02-01,21134.38,72,0.18,6548.35
6704642,14,2019-02-01,23274.34,72,0.1429,4711.53
6704816,22,2019-02-01,18795.35,72,0.1594,12261.23
6703389,25,2019-02-01,26754.94,72,0.1059,14893.07
6703437,20,2019-02-01,19818.86,72,0.1612,11011.43
6705698,23,2019-02-01,16400.78,72,0.18,10945.76
6694902,19,2019-02-01,16554.27,72,0.1581,8267.4
6694978,14,2019-02-01,17895,72,0.18,4645.18
6695081,20,2019-02-01,24867.7,75,0.188,11338
6708377,22,2019-02-01,19152.35,72,0.1823,13216.57
6709510,22,2019-02-01,19343.99,72,0.2061,12684.77
6705300,16,2019-02-01,28359.19,72,0.1318,7544.28
6705345,27,2019-02-01,23044.18,75,0.1764,17894.75
6695525,14,2019-02-01,25175.45,72,0.1239,6478.11
6703696,21,2019-02-01,21341.81,75,0.1292,9375.35
6708807,23,2019-02-01,16506.25,72,0.177,10683.75
6713265,22,2019-02-01,24186,72,0.2152,16822.63
6709240,23,2019-02-01,18077.5,72,0.1926,13418.96
6709266,14,2019-02-01,31499.3,72,0.1129,7614.66
6713588,21,2019-02-01,26802.8,75,0.1447,10948.1
6713846,21,2019-02-01,16039.88,72,0.2061,8428.55
6710851,21,2019-02-01,16943,72,0.1575,10308.91
6715756,16,2019-02-01,17479.3,72,0.1315,5458.67
6714441,14,2019-02-01,30686.51,72,0.1363,7818.89
6718971,21,2019-02-01,18701.46,75,0.1334,7770.49
6719423,22,2019-02-01,25810.56,72,0.1778,18525.82
6717192,22,2019-02-01,12712.49,72,0.25,10288.83
6717255,23,2019-02-01,22636.4,72,0.1645,12290.35
6717262,23,2019-02-01,20709.99,72,0.1565,12621.28
6715817,20,2019-02-01,16820.99,72,0.2599,2801.16
6715894,24,2019-02-01,21712.93,72,0.18,14547.29
6716049,17,2019-02-01,18130,72,0.123,6333.68
6719311,4,2019-02-01,13588,60,0.1079,1312.62
6719323,14,2019-02-01,17091.77,72,0.18,4246.32
6723357,15,2019-02-01,19904.15,72,0.1236,5251.61
6723552,22,2019-02-01,14698.23,72,0.2103,10175.57
6715345,23,2019-02-01,14615.63,72,0.24,12845.1
6724073,24,2019-02-01,28800.24,72,0.1587,20402.49
6729234,24,2019-02-01,23259.62,72,0.1363,13817.19
6729316,25,2019-02-01,26107.7,72,0.1125,16781.28
6726266,22,2019-02-01,10211.7,72,0.2125,4526.53
6729711,23,2019-02-01,21331.91,72,0.15,14676.04
6731040,14,2019-02-01,17564,72,0.1329,4553.65
6726772,19,2019-02-01,23883.3,72,0.104,10306.67
6731996,17,2019-02-01,17024.14,72,0.1328,5366.85
6733678,18,2019-02-01,5974,72,0.1524,2503.26
6731360,16,2019-02-01,28181.25,72,0.1021,9101.45
6735505,22,2019-02-01,19153,72,0.21,13786.85
6731893,23,2019-02-01,24004.79,72,0.188,16893.58
6736236,22,2019-02-01,16310.85,72,0.2599,12406.66
6742517,20,2019-02-01,30938.2,72,0.1594,13357.54
6742782,23,2019-02-01,27980.3,72,0.177,17738.55
6734998,23,2019-02-01,17108.26,72,0.2083,12979.83
6745953,26,2019-02-01,20967.17,75,0.1515,14576.01
6740833,23,2019-02-01,13483.56,72,0.2549,11313.79
6747131,19,2019-02-01,25154.44,75,0.1533,9975.4
6747607,23,2019-02-01,14962.73,72,0.1594,8988.02
6746723,23,2019-02-01,21774,72,0.18,15394.05
6748596,14,2019-02-01,17350.02,72,0.1607,3869.1
6749554,15,2019-02-01,11832.47,72,0.1681,3763.95
6748361,23,2019-02-01,34300,75,0.143,16766.44
6751876,23,2019-02-01,25041.42,72,0.1664,15727.9
6754021,22,2019-02-01,22505.19,72,0.1241,11850.79
6754648,25,2019-02-01,26367.36,72,0.1529,19645.46
6755747,15,2019-02-01,35189.8,72,0.1084,9497.01
6757741,16,2019-02-01,14285.44,72,0.1897,5027.78
6755247,16,2019-02-01,33308.43,72,0.1377,10177.29
6751980,24,2019-02-01,31128.15,72,0.1376,19021.93
6752091,19,2019-02-01,14965.49,72,0.2599,9316.46
6753604,23,2019-02-01,14730,72,0.2292,9966.68
6757879,22,2019-02-01,17528.41,75,0.2154,10472.72
6761241,17,2019-02-01,32967.45,75,0.123,6922.31
6752679,23,2019-02-01,19727.15,72,0.115,11193.35
6760129,17,2019-02-01,32633.45,75,0.1541,7350.23
6766443,23,2019-02-01,22186.99,72,0.1605,14353.66
6479314,20,2019-02-01,16506.94,72,0.2211,11233.19
6769802,16,2019-02-01,19606.45,72,0.1962,7049.38
6770351,17,2019-02-01,24248.35,72,0.1132,9419.63
6771220,21,2019-02-01,15444.41,72,0.18,8444.3
6772627,25,2019-02-01,22065.45,75,0.1429,12787.26
6774090,14,2019-02-01,20166.5,72,0.2371,5282.67
6776352,23,2019-02-01,25044.59,72,0.1823,17230.02
6772482,23,2019-02-01,17429.45,72,0.1547,9439.77
6775685,23,2019-02-01,33460.39,75,0.136,18086.94
6775710,15,2019-02-01,17223,72,0.1236,2426.72
6780362,16,2019-02-01,19025.44,72,0.2275,7392.35
6776696,25,2019-02-01,23003.26,72,0.1608,15448.19
6781907,25,2019-02-01,13278.85,72,0.1673,9975.84
6783179,25,2019-02-01,33025.38,72,0.149,22515.28
6780641,17,2019-02-01,22827.42,75,0.173,7029.81
6784312,24,2019-02-01,20091.45,72,0.1678,14989.97
6784769,21,2019-02-01,28892.01,75,0.1614,13494.17
6784629,24,2019-02-01,7639.55,72,0.2753,5591.63
6785805,22,2019-02-01,18838.89,72,0.1148,9286.17
6785888,19,2019-02-01,13313.56,72,0.1928,7243.91
6785915,23,2019-02-01,17157.57,72,0.257,12526.38
6787341,18,2019-02-01,23343.36,72,0.0907,7654.13
6775055,19,2019-02-01,22782.85,72,0.1477,9741.39
6788223,18,2019-02-01,28601.05,75,0.1248,8830.7
6788569,22,2019-02-01,11192.09,72,0.2344,8380.51
6777184,27,2019-02-01,22069.14,75,0.1664,15603.76
6777366,19,2019-02-01,17580.48,72,0.2,9031.39
6795564,26,2019-02-01,26779.55,75,0.1613,17884.32
6794445,21,2019-02-01,18245.36,75,0.1299,6137.63
6790421,20,2019-02-01,28923.49,72,0.1289,13406.25
6797855,24,2019-02-01,11444.41,72,0.2599,8297.29
6763524,26,2019-02-01,25271,75,0.18,16998.33
6763628,15,2019-02-01,22585,72,0.1464,6120.67
6798405,17,2019-02-01,19659.5,72,0.1237,7534.82
6799839,22,2019-02-01,22349.28,72,0.1455,11767.01
6795314,25,2019-02-01,27147.74,72,0.1234,16613.21
6798618,22,2019-02-01,24642.24,72,0.17,15053.71
6786275,23,2019-02-01,18146.21,72,0.25,14575.21
6796554,22,2019-02-01,16119.69,72,0.1622,10090.62
6796561,25,2019-02-01,25089.5,72,0.1699,19687.9
6804131,23,2019-02-01,19372.75,72,0.1369,9935.63
6804264,15,2019-02-01,13486,72,0.2499,4639.19
6804647,23,2019-02-01,35852.11,72,0.1134,17964.45
6804808,6,2019-02-01,12656,60,0.2375,2654.33
6803992,23,2019-02-01,24789.11,72,0.1844,16739.67
6799153,21,2019-02-01,28668.41,72,0.18,16333.9
6808051,15,2019-02-01,16103,72,0.1688,4253.78
6809234,23,2019-02-01,15349.28,72,0.1922,10303.46
6809672,15,2019-02-01,10677.49,72,0.2629,3317.57
6809895,22,2019-02-01,21782.01,72,0.1955,12089.06
6801713,23,2019-02-01,27633.65,72,0.1286,15622.68
6809063,9,2019-02-01,14186.65,60,0.1088,522.54
6810025,24,2019-02-01,21525.54,72,0.2078,15421.04
6807952,15,2019-02-01,21745.56,72,0.18,6049.45
6813532,25,2019-02-01,18840.92,72,0.1496,13551.39
6803256,26,2019-02-01,18780.76,72,0.1705,14563.78
6816732,24,2019-02-01,20391.91,72,0.1883,14918.36
6814884,16,2019-02-01,30778,72,0.1332,8498.07
6814229,19,2019-02-01,13919.76,72,0.1434,5823.69
6818625,22,2019-02-01,20272,72,0.1507,9814.12
6821145,19,2019-02-01,17269.4,72,0.2344,9050.78
6821911,23,2019-02-01,22055.79,75,0.1554,10283.42
6822663,15,2019-02-01,12272.33,72,0.1189,2504.18
6822956,18,2019-02-01,19866.57,72,0.1678,8627.34
6816581,21,2019-02-01,14420.09,72,0.2211,9932.9
6820440,23,2019-02-01,11997.75,72,0.25,9035.65
6821837,23,2019-02-01,19427.2,72,0.18,13283.74
6854171,24,2019-02-01,19610.72,72,0.2,15244.39
6855744,15,2019-02-01,26056.45,72,0.1363,7640.02
6852152,16,2019-02-01,21008.39,72,0.1639,8242.89
6820215,18,2019-02-01,20933.68,72,0.1251,7463.6
6857651,19,2019-02-01,19558.48,72,0.18,8595.3
6860786,22,2019-02-01,15206.86,72,0.1464,7184.13
6856416,20,2019-02-01,23562.5,72,0.21,12152.88
6862771,17,2019-02-01,21709.76,72,0.1259,8083.5
6862904,15,2019-02-01,35412.96,72,0.1399,10517.63
6852694,17,2019-02-01,17779.55,72,0.17,7097.9
6865195,15,2019-02-01,35641,72,0.135,9191.89
6861955,23,2019-02-01,16704.69,72,0.1271,5428.01
6867382,26,2019-02-01,27618.58,72,0.18,21256.77
6867714,23,2019-02-01,20060.5,75,0.169,9140.78
6866417,18,2019-02-01,22406.9,72,0.21,9969.34
6866454,21,2019-02-01,23599.75,72,0.1859,13381.68
6869870,25,2019-02-01,11691,72,0.2002,9211.38
6871088,22,2019-02-01,22508.93,72,0.2083,13152.77
6871092,21,2019-02-01,25723,75,0.1495,11857.88
6871829,20,2019-02-01,18785,72,0.1719,6370.48
6858580,25,2019-02-01,20425.18,72,0.1237,13467.4
6858654,23,2019-02-01,24971.58,72,0.1289,12870.04
6858715,24,2019-02-01,25989.41,75,0.1763,14094.81
6873980,20,2019-02-01,33062.2,75,0.1594,12940.09
6871351,21,2019-02-01,19815.2,72,0.1562,9821.12
6870109,16,2019-02-01,13503.51,72,0.1823,5378.47
6870181,20,2019-02-01,21555.86,72,0.1547,11468.14
6878936,16,2019-02-01,18881.44,72,0.122,5083.36
6881603,26,2019-02-01,23078.49,72,0.1379,16646.83
6883272,20,2019-02-01,16003.73,72,0.1823,9230.35
6884920,24,2019-02-01,12789.13,72,0.2521,10545.53
6878707,25,2019-02-01,24644.32,72,0.1823,17314.39
6882010,23,2019-02-01,18643.43,72,0.158,13066.08
6886820,20,2019-02-01,16587.98,72,0.1349,5972.27
6887208,23,2019-02-01,17985.77,72,0.18,13010.76
6885145,26,2019-02-01,17521,72,0.1928,15230.06
6888944,5,2019-02-01,14053.72,48,0.2153,885.1
6889642,23,2019-02-01,28125,72,0.18,17901.02
6887619,23,2019-02-01,25454.39,72,0.1094,12095.62
6890111,16,2019-02-01,28723.27,72,0.1399,10365.29
6893302,22,2019-02-01,28069.26,72,0.1385,13369.09
6893427,21,2019-02-01,33232.22,72,0.1512,16027.67
6894001,25,2019-02-01,24754.31,75,0.1855,16282.32
6861423,26,2019-02-01,20822.5,75,0.18,13617.08
6894389,28,2019-02-01,21362.58,75,0.1531,13898.17
6897935,25,2019-02-01,23134.55,72,0.1823,16362.42
6896389,19,2019-02-01,24312.61,75,0.137,8567.88
6897638,25,2019-02-01,15142,72,0.18,10960.16
6897639,20,2019-02-01,26264.56,75,0.1879,10509.45
6899658,20,2019-02-01,17555.75,72,0.2061,9883.1
6895497,24,2019-02-01,14045.84,72,0.2165,10268.09
6889290,26,2019-02-01,16390.64,72,0.2499,15069.25
6900894,16,2019-02-01,25213.17,72,0.0968,4994.53
6900495,25,2019-02-01,20415.5,72,0.1036,9239.74
6904750,17,2019-02-01,17106.2,72,0.1239,5682.52
6904792,18,2019-02-01,23583.99,72,0.129,7887.29
6903997,25,2019-02-01,29988.69,72,0.1672,22409.22
6904127,21,2019-02-01,21998.01,72,0.21,12565.05
6905263,24,2019-02-01,20105.88,72,0.1072,10750.06
6905451,22,2019-02-01,21205,72,0.1424,11442.66
6893271,22,2019-02-01,13225.6,72,0.2333,7531.2
6905846,16,2019-02-01,12292.37,72,0.18,1131.94
6901987,22,2019-02-01,14782.43,72,0.1057,7254.81
6902088,22,2019-02-01,32114.75,72,0.1363,15038.11
6910608,23,2019-02-01,20379.85,72,0.18,13828.51
6910667,26,2019-02-01,25999.5,75,0.1883,17494.05
6911437,27,2019-02-01,27312.5,75,0.1643,19123.37
6911951,24,2019-02-01,14563.43,72,0.2061,11247.52
6912348,15,2019-02-01,19541.87,72,0.18,6550.07
6906307,18,2019-02-01,32240.3,72,0.1496,12502.31
6914812,25,2019-02-01,16941.61,72,0.1279,9465.5
6910972,25,2019-02-01,18248.5,72,0.21,14626.97
6911285,19,2019-02-01,19950.32,72,0.1547,3806.75
6914303,18,2019-02-01,22693.88,72,0.1397,8166.62
6916141,20,2019-02-01,8482.6,72,0.18,4486.4
6919866,18,2019-02-01,18015.78,72,0.1444,7906.6
6920746,15,2019-02-01,21723.01,72,0.1873,6715.39
6921692,16,2019-02-01,21034.68,72,0.1329,6139.51
6921930,23,2019-02-01,33250,75,0.1479,14331.92
6922139,25,2019-02-01,11896.2,75,0.1223,6420.19
6909955,16,2019-02-01,23206.31,72,0.1525,7605.59
6924647,24,2019-02-01,17517,72,0.21,11988.47
6916715,26,2019-02-01,33800.89,72,0.1495,23845.86
6924993,16,2019-02-01,14625,72,0.1678,4445.16
6925664,22,2019-02-01,13611.13,72,0.1737,8451.74
6925820,26,2019-02-01,19814.04,72,0.1329,13721.81
6925919,18,2019-02-01,21013.13,72,0.1243,8769.08
6926141,18,2019-02-01,16429.34,72,0.1444,6106.38
6926261,20,2019-02-01,23368,72,0.1329,10122.22
6926431,16,2019-02-01,20735.42,72,0.1109,2098.56
6922558,26,2019-02-01,29530.82,75,0.1749,20345.38
6926540,21,2019-02-01,19905.9,72,0.2599,13284.2
6929152,27,2019-02-01,17752.69,72,0.1496,12625.63
6929221,16,2019-02-01,21770.58,72,0.1594,7650.72
6929707,24,2019-02-01,17755.82,72,0.1414,11146.27
6930068,22,2019-02-01,25638.95,72,0.1529,12659.44
6930310,22,2019-02-01,14253.39,72,0.2599,9364.22
6928688,24,2019-02-01,31497.24,72,0.1535,20596.88
6928838,21,2019-02-01,17751.97,72,0.1823,10496.04
6925027,28,2019-02-01,27162.88,75,0.169,19320.19
6931201,16,2019-02-01,14894.44,72,0.2115,5104.1
6932425,24,2019-02-01,21444.41,72,0.1795,14425.69
6874490,27,2019-02-01,33049.83,75,0.1132,18165.3
6930342,26,2019-02-01,25569.85,72,0.1772,21131.6
6934316,16,2019-02-01,21583.27,72,0.2083,7275.86
6934339,23,2019-02-01,19740.05,72,0.15,11526.05
6934340,26,2019-02-01,21148.83,72,0.1705,16253.18
